issue_number,primary_label,text_length,word_count,question_mark_flag,has_solution_comment,turn_count,reassignment_count,reopen_count,resolution_success,sla_breach_flag,sla_remaining_norm,sla_limit_hours,frustration_score,interaction_depth,first_response_time_hours,intent_group,confidence_score,uncertainty_flag,confidence_band,rl_recommendation,suggested_action,urgency_score,urgent_flag,has_version,has_error_type,has_platform,has_hardware,entity_count,missing_version,missing_error,missing_platform,missing_hardware,missing_count,completeness_score
300420,unlabelled,745,121,0,1,7,3,0,1,0,0.6278,72.0,0.1019,10,0.04,other,0.5359,1,low,clarify_first,clarify,0.3663,0,1,0,1,0,2,0,0,0,0,0,1.0
300419,bug,3121,268,0,1,4,2,0,1,0,0.1819,48.0,0.0637,6,2.35,bug,0.5598,1,low,clarify_first,route_technical,0.0541,0,1,0,1,1,3,0,1,0,0,1,0.6667
300413,feature-request,432,67,1,1,3,3,0,1,1,0.0,72.0,0.0764,5,154.21,enhancement,0.4837,1,low,clarify_first,route_product,0.859,1,1,0,1,0,2,0,0,0,0,0,1.0
300401,ai_translated,1004,129,0,0,0,0,0,0,0,0.9996,72.0,0.0,0,-1.0,needs_info,0.4594,1,low,clarify_first,clarify,0.0335,0,1,0,1,1,3,0,0,0,0,0,1.0
300399,triage,754,116,0,1,2,1,0,1,0,0.835,24.0,0.0318,3,0.02,needs_info,0.5053,1,low,clarify_first,clarify,0.2519,0,1,0,1,0,2,0,0,0,0,0,1.0
300394,triage,195,27,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.7228,0,medium,route_or_clarify,clarify,0.9397,1,1,0,1,0,2,0,0,0,0,0,1.0
300388,unlabelled,1659,201,0,0,0,0,0,0,0,0.9997,72.0,0.0,0,-1.0,other,0.7707,0,medium,route_or_clarify,clarify,0.0339,0,1,0,1,1,3,0,0,0,0,0,1.0
300387,unlabelled,1659,201,0,0,0,0,0,0,0,0.9997,72.0,0.0,0,-1.0,other,0.7707,0,medium,route_or_clarify,clarify,0.0339,0,1,0,1,1,3,0,0,0,0,0,1.0
111661,type:bug,965,99,1,1,2,2,0,1,0,0.5669,72.0,0.051,4,3.49,needs_info,0.4374,1,low,clarify_first,clarify,0.896,1,1,1,0,1,3,0,0,0,0,0,1.0
110532,type:bug,253,34,0,1,5,2,0,1,1,0.0,72.0,0.0701,6,2.01,needs_info,0.3683,1,low,clarify_first,clarify,0.712,1,0,0,0,0,0,0,0,0,0,0,1.0
110139,stat:awaiting response,1261,185,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,0.66,needs_info,0.6433,0,medium,route_or_clarify,clarify,0.8726,1,1,0,1,1,3,0,0,0,0,0,1.0
109949,stat:awaiting response,911,139,1,1,3,2,0,1,1,0.0,72.0,0.0573,4,33.43,needs_info,0.6422,0,medium,route_or_clarify,clarify,0.8524,1,1,0,0,1,2,0,0,0,0,0,1.0
109523,stat:awaiting response,563,86,1,0,2,2,0,0,1,0.0,72.0,0.051,4,0.19,needs_info,0.8461,0,high,suggest_or_route,clarify,0.9291,1,1,0,1,1,3,0,0,0,0,0,1.0
109522,stat:awaiting response,595,86,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,207.54,needs_info,0.8422,0,high,suggest_or_route,clarify,0.9416,1,1,0,1,1,3,0,0,0,0,0,1.0
109516,stat:awaiting response,581,86,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,208.79,needs_info,0.8453,0,high,suggest_or_route,clarify,0.9472,1,1,0,1,1,3,0,0,0,0,0,1.0
109469,stat:awaiting response,754,105,1,1,3,2,0,1,0,0.4347,72.0,0.0573,4,0.07,needs_info,0.7143,0,medium,route_or_clarify,clarify,0.554,1,1,1,1,1,4,0,0,0,0,0,1.0
109112,stat:awaiting response,776,113,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,346.96,needs_info,0.7657,0,medium,route_or_clarify,clarify,0.842,1,1,0,1,1,3,0,0,0,0,0,1.0
109016,stat:awaiting response,810,118,1,0,2,2,0,0,1,0.0,72.0,0.051,4,364.91,needs_info,0.7113,0,medium,route_or_clarify,clarify,0.8803,1,1,0,1,1,3,0,0,0,0,0,1.0
109015,stat:awaiting response,799,116,1,0,2,2,0,0,1,0.0,72.0,0.051,4,363.25,needs_info,0.8067,0,high,suggest_or_route,clarify,0.9206,1,1,0,1,1,3,0,0,0,0,0,1.0
108629,type:bug,629,90,1,0,1,1,0,0,0,0.7494,72.0,0.0255,2,18.04,bug,0.6706,0,medium,route_or_clarify,route_technical,0.8594,1,1,0,0,1,2,0,1,1,0,2,0.3333
108628,type:bug,1046,170,1,0,1,1,0,0,0,0.7439,72.0,0.0255,2,18.44,bug,0.6431,0,medium,route_or_clarify,route_technical,0.2679,0,1,0,0,1,2,0,1,1,0,2,0.3333
108608,type:bug,830,121,1,1,3,2,0,1,0,0.6297,72.0,0.0573,5,13.8,bug,0.5246,1,low,clarify_first,route_technical,0.8791,1,1,0,0,1,2,0,1,1,0,2,0.3333
108605,type:bug,870,124,1,1,2,1,0,1,0,0.6244,72.0,0.0318,3,0.1,bug,0.6646,0,medium,route_or_clarify,route_technical,0.7162,1,1,0,0,1,2,0,1,1,0,2,0.3333
108594,type:support,2075,342,1,0,4,1,0,0,1,0.0,72.0,0.0446,4,50.85,other,0.5011,1,low,clarify_first,clarify,0.6659,1,1,1,1,1,4,0,0,0,0,0,1.0
108548,type:bug,741,107,1,0,1,2,0,0,0,0.4229,72.0,0.0446,3,41.55,bug,0.4519,1,low,clarify_first,route_technical,0.7999,1,1,1,0,1,3,0,0,1,0,1,0.6667
108521,type:bug,707,106,1,1,2,1,0,1,0,0.9971,72.0,0.0318,3,0.21,bug,0.5446,1,low,clarify_first,route_technical,0.6555,1,0,0,0,1,1,1,1,1,0,3,0.0
108502,stat:awaiting response,767,116,1,1,1,1,0,1,1,0.0,72.0,0.0255,2,183.56,needs_info,0.8021,0,high,suggest_or_route,clarify,0.8837,1,1,1,1,1,4,0,0,0,0,0,1.0
108501,stat:awaiting response,884,129,1,1,1,1,0,1,1,0.0,72.0,0.0255,2,184.78,needs_info,0.809,0,high,suggest_or_route,clarify,0.8488,1,1,1,1,1,4,0,0,0,0,0,1.0
108488,type:bug,881,129,1,1,3,1,0,1,0,0.6269,72.0,0.0382,3,7.19,bug,0.6773,0,medium,route_or_clarify,route_technical,0.5744,1,1,1,0,1,3,0,0,1,0,1,0.6667
108471,type:bug,663,98,1,1,4,1,0,1,1,0.0,72.0,0.0446,3,9.6,bug,0.6485,0,medium,route_or_clarify,route_technical,0.8621,1,0,0,0,1,1,1,1,1,0,3,0.0
108306,stat:awaiting response,878,133,1,1,2,1,0,1,1,0.0,72.0,0.0318,3,3.14,needs_info,0.7364,0,medium,route_or_clarify,clarify,0.7992,1,1,0,1,1,3,0,0,0,0,0,1.0
108305,stat:awaiting response,843,129,1,1,2,2,0,1,1,0.0,72.0,0.051,4,99.22,needs_info,0.7473,0,medium,route_or_clarify,clarify,0.9218,1,1,0,1,1,3,0,0,0,0,0,1.0
108268,type:bug,863,123,1,1,5,2,0,1,1,0.0,72.0,0.0701,4,53.81,bug,0.5243,1,low,clarify_first,route_technical,0.8408,1,1,1,1,1,4,0,0,0,0,0,1.0
108266,stat:awaiting response,835,124,1,1,3,1,0,1,1,0.0,72.0,0.0382,4,12.54,needs_info,0.7408,0,medium,route_or_clarify,clarify,0.753,1,1,0,1,1,3,0,0,0,0,0,1.0
108143,type:bug,848,126,1,1,2,1,0,1,1,0.0,72.0,0.0318,3,15.64,bug,0.5033,1,low,clarify_first,route_technical,0.885,1,1,0,1,1,3,0,1,0,0,1,0.6667
108094,stat:awaiting response,881,134,1,1,3,2,0,1,1,0.0,72.0,0.0573,5,2.04,needs_info,0.6272,0,medium,route_or_clarify,clarify,0.5355,0,1,0,1,1,3,0,0,0,0,0,1.0
108077,stat:awaiting response,860,121,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,746.22,needs_info,0.764,0,medium,route_or_clarify,clarify,0.8595,1,1,0,1,1,3,0,0,0,0,0,1.0
108073,stat:awaiting response,944,141,1,1,3,2,0,1,1,0.0,72.0,0.0573,5,193.42,needs_info,0.7531,0,medium,route_or_clarify,clarify,0.9311,1,1,0,1,1,3,0,0,0,0,0,1.0
108072,stat:awaiting response,915,138,1,0,2,1,0,0,1,0.0,72.0,0.0318,2,746.2,needs_info,0.798,0,medium,route_or_clarify,clarify,0.7757,1,1,0,1,1,3,0,0,0,0,0,1.0
107978,type:bug,1051,165,1,0,2,2,0,0,0,0.2799,72.0,0.051,3,16.0,bug,0.667,0,medium,route_or_clarify,route_technical,0.4328,0,1,1,0,1,3,0,0,1,0,1,0.6667
107723,type:bug,6340,679,1,0,1,1,0,0,0,0.9869,72.0,0.0255,2,0.94,needs_info,0.3289,1,low,clarify_first,clarify,0.5979,1,1,1,1,1,4,0,0,0,0,0,1.0
107670,type:bug,4878,694,1,0,2,1,0,0,0,0.2211,72.0,0.0318,3,55.73,needs_info,0.4828,1,low,clarify_first,clarify,0.505,0,1,0,1,1,3,0,0,0,0,0,1.0
107439,type:build/install,501,73,1,0,2,2,0,0,1,0.0,72.0,0.051,4,216.95,needs_info,0.5581,1,low,clarify_first,clarify,0.2865,0,1,0,1,1,3,0,0,0,0,0,1.0
107125,type:bug,820,133,1,1,3,1,0,1,1,0.0,72.0,0.0382,4,106.19,bug,0.697,0,medium,route_or_clarify,route_technical,0.8413,1,1,1,0,1,3,0,0,1,0,1,0.6667
107123,stat:awaiting response,817,131,1,0,2,2,0,0,1,0.0,72.0,0.051,4,219.69,bug,0.5371,1,low,clarify_first,route_technical,0.8773,1,1,0,0,1,2,0,1,1,0,2,0.3333
106760,stat:awaiting response,1432,230,0,0,4,1,0,0,1,0.0,72.0,0.0446,5,31.61,needs_info,0.4122,1,low,clarify_first,clarify,0.3773,0,1,1,1,0,3,0,0,0,0,0,1.0
106494,type:bug,786,123,1,1,3,1,0,1,1,0.0,72.0,0.0382,4,480.55,bug,0.704,0,medium,route_or_clarify,route_technical,0.8163,1,1,1,0,1,3,0,0,1,0,1,0.6667
106378,stat:awaiting response,874,135,1,0,2,3,0,0,1,0.0,72.0,0.0701,5,15.7,needs_info,0.6373,0,medium,route_or_clarify,clarify,0.8951,1,1,0,0,1,2,0,0,0,0,0,1.0
106085,type:performance,1710,272,1,0,2,1,0,0,0,0.7764,72.0,0.0318,2,14.82,build_infra,0.5436,1,low,clarify_first,route_infra,0.3193,0,1,0,1,1,3,0,0,0,0,0,1.0
105870,stat:awaiting response,2591,344,1,1,2,1,0,1,1,0.0,72.0,0.0318,3,0.05,bug,0.3474,1,low,clarify_first,route_technical,0.4726,0,1,1,1,1,4,0,0,0,0,0,1.0
105858,type:docs-bug,856,135,1,0,6,1,0,0,0,0.6389,72.0,0.0573,3,0.01,docs,0.5128,1,low,clarify_first,route_docs,0.5643,1,1,0,0,1,2,0,0,0,0,0,1.0
105815,type:bug,488,73,1,1,10,2,0,1,1,0.0,72.0,0.1019,5,0.87,bug,0.6383,0,medium,route_or_clarify,route_technical,0.7551,1,1,0,1,1,3,0,1,0,0,1,0.6667
105729,stat:awaiting response,928,133,1,0,2,2,0,0,1,0.0,72.0,0.051,4,3.18,needs_info,0.6649,0,medium,route_or_clarify,clarify,0.907,1,1,1,0,1,3,0,0,0,0,0,1.0
105638,stat:awaiting response,1168,172,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,114.94,needs_info,0.6897,0,medium,route_or_clarify,clarify,0.8094,1,1,1,1,1,4,0,0,0,0,0,1.0
105470,type:docs-bug,763,115,1,1,2,2,0,1,1,0.0,72.0,0.051,3,166.94,bug,0.3857,1,low,clarify_first,route_technical,0.7303,1,1,0,1,1,3,0,1,0,0,1,0.6667
105332,stat:awaiting response,965,155,1,0,2,2,0,0,1,0.0,72.0,0.051,4,1800.28,needs_info,0.7335,0,medium,route_or_clarify,clarify,0.8742,1,1,0,1,1,3,0,0,0,0,0,1.0
105303,stat:awaiting response,1185,161,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,90.3,needs_info,0.639,0,medium,route_or_clarify,clarify,0.9194,1,0,0,0,1,1,0,0,0,0,0,1.0
105098,stat:awaiting response,1786,258,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,61.8,needs_info,0.6984,0,medium,route_or_clarify,clarify,0.8799,1,1,1,0,1,3,0,0,0,0,0,1.0
105092,stat:awaiting response,720,118,1,0,3,2,0,0,0,0.1056,72.0,0.0573,4,0.09,needs_info,0.7578,0,medium,route_or_clarify,clarify,0.6747,1,1,0,1,1,3,0,0,0,0,0,1.0
104861,stat:awaiting response,1622,214,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,1999.12,needs_info,0.7349,0,medium,route_or_clarify,clarify,0.8171,1,1,1,0,1,3,0,0,0,0,0,1.0
104859,stat:awaiting response,1334,183,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,336.48,needs_info,0.766,0,medium,route_or_clarify,clarify,0.8459,1,1,1,0,1,3,0,0,0,0,0,1.0
104858,stat:awaiting response,1006,138,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,2092.35,needs_info,0.7579,0,medium,route_or_clarify,clarify,0.9509,1,1,0,0,1,2,0,0,0,0,0,1.0
104856,stat:awaiting response,2225,290,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,2142.66,needs_info,0.6913,0,medium,route_or_clarify,clarify,0.4567,0,1,1,0,1,3,0,0,0,0,0,1.0
104855,stat:awaiting response,1355,183,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,2019.39,needs_info,0.742,0,medium,route_or_clarify,clarify,0.8459,1,1,1,0,1,3,0,0,0,0,0,1.0
104845,stat:awaiting response,1465,204,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,1852.85,needs_info,0.7235,0,medium,route_or_clarify,clarify,0.7863,1,1,1,1,1,4,0,0,0,0,0,1.0
104763,type:support,800,124,0,1,2,1,0,1,1,0.0,72.0,0.0318,3,143.21,other,0.5054,1,low,clarify_first,clarify,0.7333,1,1,0,1,0,2,0,0,0,0,0,1.0
104564,type:bug,219,39,1,0,3,1,0,0,1,0.0,72.0,0.0382,3,21.73,bug,0.5155,1,low,clarify_first,route_technical,0.9006,1,0,0,1,1,2,1,1,0,0,2,0.3333
104521,type:bug,524,79,1,1,9,1,0,1,1,0.0,72.0,0.0764,3,98.4,bug,0.673,0,medium,route_or_clarify,route_technical,0.9727,1,1,0,1,1,3,0,1,0,0,1,0.6667
104364,stat:awaiting response,563,84,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,444.28,needs_info,0.8447,0,high,suggest_or_route,clarify,0.9412,1,1,0,1,1,3,0,0,0,0,0,1.0
104363,stat:awaiting response,571,84,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,444.11,needs_info,0.8465,0,high,suggest_or_route,clarify,0.9412,1,1,0,1,1,3,0,0,0,0,0,1.0
104361,stat:awaiting response,567,84,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,443.92,needs_info,0.8431,0,high,suggest_or_route,clarify,0.9412,1,1,0,1,1,3,0,0,0,0,0,1.0
104360,stat:awaiting response,583,84,1,1,1,1,0,1,1,0.0,72.0,0.0255,2,410.21,needs_info,0.8439,0,high,suggest_or_route,clarify,0.9469,1,1,0,1,1,3,0,0,0,0,0,1.0
104359,stat:awaiting response,577,84,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,409.95,needs_info,0.8412,0,high,suggest_or_route,clarify,0.9455,1,1,0,1,1,3,0,0,0,0,0,1.0
104313,type:bug,523,79,1,1,4,4,0,1,1,0.0,72.0,0.1019,8,186.83,bug,0.648,0,medium,route_or_clarify,route_technical,0.9832,1,0,0,0,1,1,1,1,1,0,3,0.0
104297,type:bug,761,113,1,1,5,1,0,1,0,0.3696,72.0,0.051,2,1.01,bug,0.5565,1,low,clarify_first,route_technical,0.6728,1,1,0,0,1,2,0,1,1,0,2,0.3333
104261,stat:awaiting response,579,84,1,1,1,1,0,1,1,0.0,72.0,0.0255,2,437.56,needs_info,0.8394,0,high,suggest_or_route,clarify,0.9469,1,1,0,1,1,3,0,0,0,0,0,1.0
104260,stat:awaiting response,580,84,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,437.1,needs_info,0.8426,0,high,suggest_or_route,clarify,0.9469,1,1,0,1,1,3,0,0,0,0,0,1.0
104259,stat:awaiting response,562,86,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,348.54,needs_info,0.8411,0,high,suggest_or_route,clarify,0.9177,1,1,0,1,1,3,0,0,0,0,0,1.0
104258,stat:awaiting response,590,84,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,309.19,needs_info,0.8098,0,high,suggest_or_route,clarify,0.9413,1,1,0,1,1,3,0,0,0,0,0,1.0
104257,stat:awaiting response,548,82,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,307.67,needs_info,0.8389,0,high,suggest_or_route,clarify,0.8998,1,1,0,1,1,3,0,0,0,0,0,1.0
104080,stat:awaiting response,581,84,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,386.81,needs_info,0.8346,0,high,suggest_or_route,clarify,0.9469,1,1,0,1,1,3,0,0,0,0,0,1.0
104079,stat:awaiting response,577,84,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,386.61,needs_info,0.8366,0,high,suggest_or_route,clarify,0.9455,1,1,0,1,1,3,0,0,0,0,0,1.0
104078,stat:awaiting response,573,84,1,0,2,1,0,0,1,0.0,72.0,0.0318,3,371.0,needs_info,0.846,0,high,suggest_or_route,clarify,0.9431,1,1,0,1,1,3,0,0,0,0,0,1.0
104077,stat:awaiting response,575,84,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,345.07,needs_info,0.8409,0,high,suggest_or_route,clarify,0.9455,1,1,0,1,1,3,0,0,0,0,0,1.0
104076,stat:awaiting response,588,84,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,343.63,needs_info,0.8409,0,high,suggest_or_route,clarify,0.9413,1,1,0,1,1,3,0,0,0,0,0,1.0
104074,type:build/install,575,83,1,1,3,1,0,1,1,0.0,72.0,0.0382,2,100.31,build_infra,0.4948,1,low,clarify_first,route_infra,0.9397,1,1,0,1,1,3,0,0,0,0,0,1.0
104016,type:docs-bug,1034,157,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,309.56,docs,0.4927,1,low,clarify_first,route_docs,0.7024,1,1,1,1,1,4,0,0,0,0,0,1.0
103999,stat:awaiting response,590,86,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,316.87,needs_info,0.8304,0,high,suggest_or_route,clarify,0.9179,1,1,0,1,1,3,0,0,0,0,0,1.0
103998,stat:awaiting response,588,84,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,137.4,needs_info,0.8153,0,high,suggest_or_route,clarify,0.9413,1,1,0,1,1,3,0,0,0,0,0,1.0
103994,stat:awaiting response,592,85,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,100.14,needs_info,0.8419,0,high,suggest_or_route,clarify,0.923,1,1,0,1,1,3,0,0,0,0,0,1.0
103920,type:docs-bug,1099,182,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,0.01,docs,0.6565,0,medium,route_or_clarify,route_docs,0.8529,1,1,0,1,1,3,0,0,0,0,0,1.0
103918,type:build/install,504,74,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,105.78,needs_info,0.5573,1,low,clarify_first,clarify,0.6079,1,1,0,1,1,3,0,0,0,0,0,1.0
103915,type:docs-bug,911,147,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,0.01,docs,0.6626,0,medium,route_or_clarify,route_docs,0.714,1,1,0,1,1,3,0,0,0,0,0,1.0
103823,stat:awaiting response,778,117,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,21.93,needs_info,0.7152,0,medium,route_or_clarify,clarify,0.941,1,1,0,0,1,2,0,0,0,0,0,1.0
103660,type:docs-bug,877,139,1,1,2,2,0,1,1,0.0,72.0,0.051,4,0.02,docs,0.6765,0,medium,route_or_clarify,route_docs,0.8361,1,1,0,1,1,3,0,0,0,0,0,1.0
103630,stat:awaiting response,353,62,1,1,1,3,0,1,1,0.0,72.0,0.0637,4,376.44,needs_info,0.5285,1,low,clarify_first,clarify,0.9106,1,0,0,0,0,0,0,0,0,0,0,1.0
103590,type:build/install,735,118,1,1,7,4,0,1,1,0.0,72.0,0.121,8,311.74,build_infra,0.4072,1,low,clarify_first,route_infra,0.8667,1,1,0,1,1,3,0,0,0,0,0,1.0
103538,stat:awaiting response,644,93,1,1,2,3,0,1,1,0.0,72.0,0.0701,5,409.15,needs_info,0.646,0,medium,route_or_clarify,clarify,0.949,1,1,0,1,1,3,0,0,0,0,0,1.0
103536,stat:awaiting response,921,136,1,1,2,3,0,1,1,0.0,72.0,0.0701,5,407.96,needs_info,0.6506,0,medium,route_or_clarify,clarify,0.9313,1,1,0,1,1,3,0,0,0,0,0,1.0
103531,stat:awaiting response,768,125,1,1,3,1,0,1,1,0.0,72.0,0.0382,4,109.75,needs_info,0.7022,0,medium,route_or_clarify,clarify,0.7962,1,1,0,0,1,2,0,0,0,0,0,1.0
103506,stat:awaiting response,987,161,1,1,2,2,0,1,1,0.0,72.0,0.051,4,144.49,needs_info,0.4801,1,low,clarify_first,clarify,0.6038,1,1,1,1,1,4,0,0,0,0,0,1.0
103470,stat:awaiting response,571,84,1,1,1,1,0,1,1,0.0,72.0,0.0255,2,155.77,needs_info,0.8432,0,high,suggest_or_route,clarify,0.9412,1,1,0,1,1,3,0,0,0,0,0,1.0
103469,stat:awaiting response,564,83,1,1,1,1,0,1,1,0.0,72.0,0.0255,2,155.51,needs_info,0.8427,0,high,suggest_or_route,clarify,0.9412,1,1,0,1,1,3,0,0,0,0,0,1.0
103434,stat:awaiting response,1063,179,1,0,2,1,0,0,1,0.0,72.0,0.0318,3,2.68,needs_info,0.7004,0,medium,route_or_clarify,clarify,0.7102,1,1,0,0,1,2,0,0,0,0,0,1.0
103430,stat:awaiting response,546,81,1,1,6,1,0,1,0,0.2975,72.0,0.0573,3,50.09,bug,0.6171,0,medium,route_or_clarify,route_technical,0.8885,1,1,1,1,1,4,0,0,0,0,0,1.0
103429,stat:awaiting response,532,81,1,1,2,3,0,1,1,0.0,72.0,0.0701,5,0.01,needs_info,0.5116,1,low,clarify_first,clarify,0.9809,1,0,0,1,1,2,0,0,0,0,0,1.0
103407,stat:awaiting response,615,98,1,1,4,1,0,1,1,0.0,72.0,0.0446,5,0.02,needs_info,0.7249,0,medium,route_or_clarify,clarify,0.8272,1,1,0,1,1,3,0,0,0,0,0,1.0
103352,type:docs-bug,843,136,1,1,2,1,0,1,1,0.0,72.0,0.0318,3,224.25,docs,0.7343,0,medium,route_or_clarify,route_docs,0.8288,1,1,0,1,1,3,0,0,0,0,0,1.0
103263,stat:awaiting response,697,113,0,1,2,2,0,1,1,0.0,72.0,0.051,4,609.27,needs_info,0.6481,0,medium,route_or_clarify,clarify,0.802,1,0,1,1,0,2,0,0,0,0,0,1.0
102880,stat:awaiting response,758,118,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,67.41,needs_info,0.4571,1,low,clarify_first,clarify,0.8077,1,1,0,1,1,3,0,0,0,0,0,1.0
102870,stat:awaiting response,652,103,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,74.4,needs_info,0.5704,1,low,clarify_first,clarify,0.8709,1,1,0,1,1,3,0,0,0,0,0,1.0
102864,type:build/install,749,117,1,1,9,3,0,1,1,0.0,72.0,0.1146,6,50.61,build_infra,0.5895,1,low,clarify_first,route_infra,0.9278,1,1,0,1,1,3,0,0,0,0,0,1.0
102812,type:bug,1311,223,1,1,6,1,0,1,1,0.0,72.0,0.0573,5,30.02,bug,0.6174,0,medium,route_or_clarify,route_technical,0.8523,1,1,0,1,1,3,0,1,0,0,1,0.6667
102743,type:build/install,960,151,1,1,3,1,0,1,1,0.0,72.0,0.0382,4,106.4,build_infra,0.5615,1,low,clarify_first,route_infra,0.7226,1,1,0,0,1,2,0,0,1,0,1,0.5
102572,type:build/install,849,103,1,0,3,2,0,0,1,0.0,72.0,0.0573,4,383.65,build_infra,0.5309,1,low,clarify_first,route_infra,0.9224,1,0,0,1,1,2,1,0,0,0,1,0.5
102492,stat:awaiting response,576,84,1,1,3,1,0,1,1,0.0,72.0,0.0382,3,0.87,needs_info,0.7293,0,medium,route_or_clarify,clarify,0.9185,1,1,0,1,1,3,0,0,0,0,0,1.0
102490,comp:lite,957,148,0,1,4,3,0,1,1,0.0,72.0,0.0828,6,25.93,other,0.4968,1,low,clarify_first,clarify,0.8554,1,1,0,1,0,2,0,0,0,0,0,1.0
102475,type:bug,622,92,1,1,8,1,0,1,1,0.0,72.0,0.0701,3,70.95,bug,0.7169,0,medium,route_or_clarify,route_technical,0.9262,1,1,1,1,1,4,0,0,0,0,0,1.0
102416,type:build/install,1117,178,1,0,2,1,0,0,1,0.0,72.0,0.0318,2,84.76,build_infra,0.5278,1,low,clarify_first,route_infra,0.8188,1,1,1,1,1,4,0,0,0,0,0,1.0
102349,type:docs-bug,722,114,1,1,3,1,0,1,1,0.0,72.0,0.0382,3,0.02,docs,0.7388,0,medium,route_or_clarify,route_docs,0.7173,1,1,0,1,1,3,0,0,0,0,0,1.0
102343,type:docs-bug,790,123,1,1,3,1,0,1,1,0.0,72.0,0.0382,3,0.02,docs,0.7369,0,medium,route_or_clarify,route_docs,0.8719,1,1,0,1,1,3,0,0,0,0,0,1.0
102206,stat:awaiting response,602,94,1,0,2,1,0,0,1,0.0,72.0,0.0318,3,23.06,needs_info,0.6844,0,medium,route_or_clarify,clarify,0.8471,1,1,0,1,1,3,0,0,0,0,0,1.0
102158,type:bug,994,143,1,0,4,1,0,0,0,0.2214,72.0,0.0446,3,0.38,bug,0.6242,0,medium,route_or_clarify,route_technical,0.627,1,1,0,0,1,2,0,1,1,0,2,0.3333
102071,stat:awaiting response,784,117,1,0,6,2,0,0,1,0.0,72.0,0.0764,5,7.57,needs_info,0.668,0,medium,route_or_clarify,clarify,0.9152,1,1,0,1,1,3,0,0,0,0,0,1.0
102065,stat:awaiting response,857,140,1,1,2,1,0,1,1,0.0,72.0,0.0318,3,9.15,needs_info,0.6994,0,medium,route_or_clarify,clarify,0.8067,1,1,1,1,1,4,0,0,0,0,0,1.0
102055,type:bug,476,69,1,0,1,1,0,0,0,0.4894,72.0,0.0255,2,36.76,bug,0.573,1,low,clarify_first,route_technical,0.4767,0,0,0,0,1,1,1,1,1,0,3,0.0
102044,type:bug,863,127,1,0,2,1,0,0,1,0.0,72.0,0.0318,3,15.52,bug,0.6651,0,medium,route_or_clarify,route_technical,0.7741,1,1,0,1,1,3,0,1,0,0,1,0.6667
102027,type:docs-bug,1509,249,1,1,3,1,0,1,1,0.0,72.0,0.0382,3,0.04,docs,0.7111,0,medium,route_or_clarify,route_docs,0.7934,1,1,0,1,1,3,0,0,0,0,0,1.0
101960,stat:awaiting response,581,90,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,14.97,needs_info,0.6445,0,medium,route_or_clarify,clarify,0.9168,1,1,0,1,1,3,0,0,0,0,0,1.0
101889,stat:awaiting response,325,51,0,1,3,3,0,1,1,0.0,72.0,0.0764,6,62.07,bug,0.3552,1,low,clarify_first,route_technical,0.6785,1,1,0,0,0,1,0,1,1,0,2,0.3333
101746,stat:awaiting response,1954,297,1,1,3,1,0,1,1,0.0,72.0,0.0382,4,21.88,needs_info,0.7361,0,medium,route_or_clarify,clarify,0.5446,0,1,1,1,1,4,0,0,0,0,0,1.0
101578,type:docs-bug,729,112,1,0,1,1,0,0,1,0.0,72.0,0.0255,2,0.02,docs,0.7473,0,medium,route_or_clarify,route_docs,0.8694,1,1,0,1,1,3,0,0,0,0,0,1.0
